PA,SZ,FA,Hse,Time
Pasir Ris,Loyang East,<=60,0,2018
Pasir Ris,Loyang East,>60 to 80,0,2018
Pasir Ris,Loyang East,>80 to 100,40,2018
Pasir Ris,Loyang East,>100 to 120,0,2018
Pasir Ris,Loyang East,>120,680,2018
Pasir Ris,Loyang East,Not Available,0,2018
Pasir Ris,Loyang West,<=60,0,2018
Pasir Ris,Loyang West,>60 to 80,0,2018
Pasir Ris,Loyang West,>80 to 100,0,2018
Pasir Ris,Loyang West,>100 to 120,0,2018
Pasir Ris,Loyang West,>120,0,2018
Pasir Ris,Loyang West,Not Available,0,2018
Pasir Ris,Pasir Ris Central,<=60,630,2018
Pasir Ris,Pasir Ris Central,>60 to 80,1050,2018
Pasir Ris,Pasir Ris Central,>80 to 100,2020,2018
Pasir Ris,Pasir Ris Central,>100 to 120,2470,2018
Pasir Ris,Pasir Ris Central,>120,5100,2018
Pasir Ris,Pasir Ris Central,Not Available,0,2018
Pasir Ris,Pasir Ris Drive,<=60,430,2018
Pasir Ris,Pasir Ris Drive,>60 to 80,0,2018
Pasir Ris,Pasir Ris Drive,>80 to 100,240,2018
Pasir Ris,Pasir Ris Drive,>100 to 120,6710,2018
Pasir Ris,Pasir Ris Drive,>120,8180,2018
Pasir Ris,Pasir Ris Drive,Not Available,10,2018
Pasir Ris,Pasir Ris Park,<=60,370,2018
Pasir Ris,Pasir Ris Park,>60 to 80,420,2018
Pasir Ris,Pasir Ris Park,>80 to 100,660,2018
Pasir Ris,Pasir Ris Park,>100 to 120,900,2018
Pasir Ris,Pasir Ris Park,>120,880,2018
Pasir Ris,Pasir Ris Park,Not Available,0,2018
Pasir Ris,Pasir Ris Wafer Fab Park,<=60,0,2018
Pasir Ris,Pasir Ris Wafer Fab Park,>60 to 80,0,2018
Pasir Ris,Pasir Ris Wafer Fab Park,>80 to 100,0,2018
Pasir Ris,Pasir Ris Wafer Fab Park,>100 to 120,0,2018
Pasir Ris,Pasir Ris Wafer Fab Park,>120,0,2018
Pasir Ris,Pasir Ris Wafer Fab Park,Not Available,0,2018
Pasir Ris,Pasir Ris West,<=60,120,2018
Pasir Ris,Pasir Ris West,>60 to 80,230,2018
Pasir Ris,Pasir Ris West,>80 to 100,480,2018
Pasir Ris,Pasir Ris West,>100 to 120,3990,2018
Pasir Ris,Pasir Ris West,>120,5980,2018
Pasir Ris,Pasir Ris West,Not Available,0,2018
Paya Lebar,Airport Road,<=60,0,2018
Paya Lebar,Airport Road,>60 to 80,0,2018
Paya Lebar,Airport Road,>80 to 100,0,2018
Paya Lebar,Airport Road,>100 to 120,0,2018
Paya Lebar,Airport Road,>120,0,2018
Paya Lebar,Airport Road,Not Available,0,2018
Paya Lebar,Paya Lebar East,<=60,0,2018
Paya Lebar,Paya Lebar East,>60 to 80,0,2018
Paya Lebar,Paya Lebar East,>80 to 100,0,2018
Paya Lebar,Paya Lebar East,>100 to 120,0,2018
Paya Lebar,Paya Lebar East,>120,0,2018
Paya Lebar,Paya Lebar East,Not Available,0,2018
Paya Lebar,Paya Lebar North,<=60,0,2018
Paya Lebar,Paya Lebar North,>60 to 80,0,2018
Paya Lebar,Paya Lebar North,>80 to 100,0,2018
Paya Lebar,Paya Lebar North,>100 to 120,0,2018
Paya Lebar,Paya Lebar North,>120,0,2018
Paya Lebar,Paya Lebar North,Not Available,0,2018
Paya Lebar,Paya Lebar West,<=60,0,2018
Paya Lebar,Paya Lebar West,>60 to 80,0,2018
Paya Lebar,Paya Lebar West,>80 to 100,0,2018
Paya Lebar,Paya Lebar West,>100 to 120,0,2018
Paya Lebar,Paya Lebar West,>120,0,2018
Paya Lebar,Paya Lebar West,Not Available,0,2018
Paya Lebar,Plab,<=60,0,2018
Paya Lebar,Plab,>60 to 80,0,2018
Paya Lebar,Plab,>80 to 100,0,2018
Paya Lebar,Plab,>100 to 120,0,2018
Paya Lebar,Plab,>120,0,2018
Paya Lebar,Plab,Not Available,0,2018
Pioneer,Benoi Sector,<=60,0,2018
Pioneer,Benoi Sector,>60 to 80,0,2018
Pioneer,Benoi Sector,>80 to 100,0,2018
Pioneer,Benoi Sector,>100 to 120,0,2018
Pioneer,Benoi Sector,>120,0,2018
Pioneer,Benoi Sector,Not Available,0,2018
Pioneer,Gul Basin,<=60,0,2018
Pioneer,Gul Basin,>60 to 80,0,2018
Pioneer,Gul Basin,>80 to 100,0,2018
Pioneer,Gul Basin,>100 to 120,0,2018
Pioneer,Gul Basin,>120,0,2018
Pioneer,Gul Basin,Not Available,0,2018
Pioneer,Gul Circle,<=60,0,2018
Pioneer,Gul Circle,>60 to 80,0,2018
Pioneer,Gul Circle,>80 to 100,0,2018
Pioneer,Gul Circle,>100 to 120,0,2018
Pioneer,Gul Circle,>120,0,2018
Pioneer,Gul Circle,Not Available,0,2018
Pioneer,Joo Koon,<=60,0,2018
Pioneer,Joo Koon,>60 to 80,0,2018
Pioneer,Joo Koon,>80 to 100,0,2018
Pioneer,Joo Koon,>100 to 120,0,2018
Pioneer,Joo Koon,>120,0,2018
Pioneer,Joo Koon,Not Available,0,2018
Pioneer,Pioneer Sector,<=60,0,2018
Pioneer,Pioneer Sector,>60 to 80,0,2018
Pioneer,Pioneer Sector,>80 to 100,0,2018
Pioneer,Pioneer Sector,>100 to 120,0,2018
Pioneer,Pioneer Sector,>120,0,2018
Pioneer,Pioneer Sector,Not Available,0,2018
Punggol,Coney Island,<=60,0,2018
Punggol,Coney Island,>60 to 80,0,2018
Punggol,Coney Island,>80 to 100,0,2018
Punggol,Coney Island,>100 to 120,0,2018
Punggol,Coney Island,>120,0,2018
Punggol,Coney Island,Not Available,0,2018
Punggol,Matilda,<=60,2200,2018
Punggol,Matilda,>60 to 80,2400,2018
Punggol,Matilda,>80 to 100,7470,2018
Punggol,Matilda,>100 to 120,5150,2018
Punggol,Matilda,>120,610,2018
Punggol,Matilda,Not Available,0,2018
Punggol,Northshore,<=60,0,2018
Punggol,Northshore,>60 to 80,0,2018
Punggol,Northshore,>80 to 100,0,2018
Punggol,Northshore,>100 to 120,0,2018
Punggol,Northshore,>120,120,2018
Punggol,Northshore,Not Available,0,2018
Punggol,Punggol Canal,<=60,0,2018
Punggol,Punggol Canal,>60 to 80,0,2018
Punggol,Punggol Canal,>80 to 100,0,2018
Punggol,Punggol Canal,>100 to 120,0,2018
Punggol,Punggol Canal,>120,0,2018
Punggol,Punggol Canal,Not Available,0,2018
Punggol,Punggol Field,<=60,460,2018
Punggol,Punggol Field,>60 to 80,320,2018
Punggol,Punggol Field,>80 to 100,4990,2018
Punggol,Punggol Field,>100 to 120,8440,2018
Punggol,Punggol Field,>120,1520,2018
Punggol,Punggol Field,Not Available,0,2018
Punggol,Punggol Town Centre,<=60,1280,2018
Punggol,Punggol Town Centre,>60 to 80,1260,2018
Punggol,Punggol Town Centre,>80 to 100,3470,2018
Punggol,Punggol Town Centre,>100 to 120,1280,2018
Punggol,Punggol Town Centre,>120,140,2018
Punggol,Punggol Town Centre,Not Available,0,2018
Punggol,Waterway East,<=60,1340,2018
Punggol,Waterway East,>60 to 80,1860,2018
Punggol,Waterway East,>80 to 100,8670,2018
Punggol,Waterway East,>100 to 120,3910,2018
Punggol,Waterway East,>120,410,2018
Punggol,Waterway East,Not Available,0,2018
Queenstown,Commonwealth,<=60,2610,2018
Queenstown,Commonwealth,>60 to 80,690,2018
Queenstown,Commonwealth,>80 to 100,0,2018
Queenstown,Commonwealth,>100 to 120,30,2018
Queenstown,Commonwealth,>120,50,2018
Queenstown,Commonwealth,Not Available,30,2018
Queenstown,Dover,<=60,180,2018
Queenstown,Dover,>60 to 80,940,2018
Queenstown,Dover,>80 to 100,1650,2018
Queenstown,Dover,>100 to 120,1030,2018
Queenstown,Dover,>120,660,2018
Queenstown,Dover,Not Available,30,2018
Queenstown,Ghim Moh,<=60,1020,2018
Queenstown,Ghim Moh,>60 to 80,2200,2018
Queenstown,Ghim Moh,>80 to 100,1600,2018
Queenstown,Ghim Moh,>100 to 120,530,2018
Queenstown,Ghim Moh,>120,110,2018
Queenstown,Ghim Moh,Not Available,50,2018
Queenstown,Holland Drive,<=60,960,2018
Queenstown,Holland Drive,>60 to 80,2260,2018
Queenstown,Holland Drive,>80 to 100,1190,2018
Queenstown,Holland Drive,>100 to 120,780,2018
Queenstown,Holland Drive,>120,340,2018
Queenstown,Holland Drive,Not Available,60,2018
Queenstown,Kent Ridge,<=60,0,2018
Queenstown,Kent Ridge,>60 to 80,0,2018
Queenstown,Kent Ridge,>80 to 100,0,2018
Queenstown,Kent Ridge,>100 to 120,440,2018
Queenstown,Kent Ridge,>120,100,2018
Queenstown,Kent Ridge,Not Available,0,2018
Queenstown,Margaret Drive,<=60,600,2018
Queenstown,Margaret Drive,>60 to 80,720,2018
Queenstown,Margaret Drive,>80 to 100,3020,2018
Queenstown,Margaret Drive,>100 to 120,1040,2018
Queenstown,Margaret Drive,>120,430,2018
Queenstown,Margaret Drive,Not Available,0,2018
Queenstown,Mei Chin,<=60,1820,2018
Queenstown,Mei Chin,>60 to 80,1530,2018
Queenstown,Mei Chin,>80 to 100,780,2018
Queenstown,Mei Chin,>100 to 120,1180,2018
Queenstown,Mei Chin,>120,1340,2018
Queenstown,Mei Chin,Not Available,180,2018
Queenstown,National University Of S'pore,<=60,0,2018
Queenstown,National University Of S'pore,>60 to 80,0,2018
Queenstown,National University Of S'pore,>80 to 100,0,2018
Queenstown,National University Of S'pore,>100 to 120,0,2018
Queenstown,National University Of S'pore,>120,0,2018
Queenstown,National University Of S'pore,Not Available,0,2018
Queenstown,One North,<=60,110,2018
Queenstown,One North,>60 to 80,50,2018
Queenstown,One North,>80 to 100,170,2018
Queenstown,One North,>100 to 120,300,2018
Queenstown,One North,>120,360,2018
Queenstown,One North,Not Available,0,2018
Queenstown,Pasir Panjang 1,<=60,370,2018
Queenstown,Pasir Panjang 1,>60 to 80,160,2018
Queenstown,Pasir Panjang 1,>80 to 100,370,2018
Queenstown,Pasir Panjang 1,>100 to 120,450,2018
Queenstown,Pasir Panjang 1,>120,1210,2018
Queenstown,Pasir Panjang 1,Not Available,40,2018
Queenstown,Pasir Panjang 2,<=60,10,2018
Queenstown,Pasir Panjang 2,>60 to 80,50,2018
Queenstown,Pasir Panjang 2,>80 to 100,210,2018
Queenstown,Pasir Panjang 2,>100 to 120,100,2018
Queenstown,Pasir Panjang 2,>120,1030,2018
Queenstown,Pasir Panjang 2,Not Available,70,2018
Queenstown,Port,<=60,0,2018
Queenstown,Port,>60 to 80,0,2018
Queenstown,Port,>80 to 100,0,2018
Queenstown,Port,>100 to 120,0,2018
Queenstown,Port,>120,0,2018
Queenstown,Port,Not Available,0,2018
Queenstown,Queensway,<=60,10,2018
Queenstown,Queensway,>60 to 80,0,2018
Queenstown,Queensway,>80 to 100,20,2018
Queenstown,Queensway,>100 to 120,30,2018
Queenstown,Queensway,>120,80,2018
Queenstown,Queensway,Not Available,0,2018
Queenstown,Singapore Polytechnic,<=60,0,2018
Queenstown,Singapore Polytechnic,>60 to 80,0,2018
Queenstown,Singapore Polytechnic,>80 to 100,0,2018
Queenstown,Singapore Polytechnic,>100 to 120,0,2018
Queenstown,Singapore Polytechnic,>120,0,2018
Queenstown,Singapore Polytechnic,Not Available,0,2018
Queenstown,Tanglin Halt,<=60,3500,2018
Queenstown,Tanglin Halt,>60 to 80,780,2018
Queenstown,Tanglin Halt,>80 to 100,970,2018
Queenstown,Tanglin Halt,>100 to 120,250,2018
Queenstown,Tanglin Halt,>120,40,2018
Queenstown,Tanglin Halt,Not Available,60,2018
River Valley,Institution Hill,<=60,300,2018
River Valley,Institution Hill,>60 to 80,70,2018
River Valley,Institution Hill,>80 to 100,570,2018
River Valley,Institution Hill,>100 to 120,380,2018
River Valley,Institution Hill,>120,1740,2018
River Valley,Institution Hill,Not Available,40,2018
River Valley,Leonie Hill,<=60,740,2018
River Valley,Leonie Hill,>60 to 80,260,2018
River Valley,Leonie Hill,>80 to 100,530,2018
River Valley,Leonie Hill,>100 to 120,300,2018
River Valley,Leonie Hill,>120,1820,2018
River Valley,Leonie Hill,Not Available,230,2018
River Valley,One Tree Hill,<=60,0,2018
River Valley,One Tree Hill,>60 to 80,20,2018
River Valley,One Tree Hill,>80 to 100,90,2018
River Valley,One Tree Hill,>100 to 120,40,2018
River Valley,One Tree Hill,>120,1420,2018
River Valley,One Tree Hill,Not Available,30,2018
River Valley,Oxley,<=60,90,2018
River Valley,Oxley,>60 to 80,30,2018
River Valley,Oxley,>80 to 100,150,2018
River Valley,Oxley,>100 to 120,130,2018
River Valley,Oxley,>120,750,2018
River Valley,Oxley,Not Available,110,2018
River Valley,Paterson,<=60,0,2018
River Valley,Paterson,>60 to 80,10,2018
River Valley,Paterson,>80 to 100,10,2018
River Valley,Paterson,>100 to 120,30,2018
River Valley,Paterson,>120,260,2018
River Valley,Paterson,Not Available,0,2018
Rochor,Bencoolen,<=60,420,2018
Rochor,Bencoolen,>60 to 80,160,2018
Rochor,Bencoolen,>80 to 100,120,2018
Rochor,Bencoolen,>100 to 120,60,2018
Rochor,Bencoolen,>120,60,2018
Rochor,Bencoolen,Not Available,60,2018
Rochor,Farrer Park,<=60,180,2018
Rochor,Farrer Park,>60 to 80,180,2018
Rochor,Farrer Park,>80 to 100,560,2018
Rochor,Farrer Park,>100 to 120,180,2018
Rochor,Farrer Park,>120,30,2018
Rochor,Farrer Park,Not Available,110,2018
Rochor,Kampong Glam,<=60,0,2018
Rochor,Kampong Glam,>60 to 80,0,2018
Rochor,Kampong Glam,>80 to 100,0,2018
Rochor,Kampong Glam,>100 to 120,0,2018
Rochor,Kampong Glam,>120,0,2018
Rochor,Kampong Glam,Not Available,0,2018
Rochor,Little India,<=60,10,2018
Rochor,Little India,>60 to 80,490,2018
Rochor,Little India,>80 to 100,40,2018
Rochor,Little India,>100 to 120,470,2018
Rochor,Little India,>120,100,2018
Rochor,Little India,Not Available,70,2018
Rochor,Mackenzie,<=60,60,2018
Rochor,Mackenzie,>60 to 80,40,2018
Rochor,Mackenzie,>80 to 100,10,2018
Rochor,Mackenzie,>100 to 120,0,2018
Rochor,Mackenzie,>120,20,2018
Rochor,Mackenzie,Not Available,10,2018
Rochor,Mount Emily,<=60,640,2018
Rochor,Mount Emily,>60 to 80,590,2018
Rochor,Mount Emily,>80 to 100,380,2018
Rochor,Mount Emily,>100 to 120,240,2018
Rochor,Mount Emily,>120,560,2018
Rochor,Mount Emily,Not Available,60,2018
Rochor,Rochor Canal,<=60,0,2018
Rochor,Rochor Canal,>60 to 80,0,2018
Rochor,Rochor Canal,>80 to 100,0,2018
Rochor,Rochor Canal,>100 to 120,0,2018
Rochor,Rochor Canal,>120,0,2018
Rochor,Rochor Canal,Not Available,0,2018
Rochor,Selegie,<=60,0,2018
Rochor,Selegie,>60 to 80,0,2018
Rochor,Selegie,>80 to 100,30,2018
Rochor,Selegie,>100 to 120,0,2018
Rochor,Selegie,>120,110,2018
Rochor,Selegie,Not Available,10,2018
Rochor,Sungei Road,<=60,300,2018
Rochor,Sungei Road,>60 to 80,400,2018
Rochor,Sungei Road,>80 to 100,120,2018
Rochor,Sungei Road,>100 to 120,0,2018
Rochor,Sungei Road,>120,20,2018
Rochor,Sungei Road,Not Available,50,2018
Rochor,Victoria,<=60,280,2018
Rochor,Victoria,>60 to 80,290,2018
Rochor,Victoria,>80 to 100,280,2018
Rochor,Victoria,>100 to 120,40,2018
Rochor,Victoria,>120,90,2018
Rochor,Victoria,Not Available,0,2018
Seletar,Pulau Punggol Barat,<=60,0,2018
Seletar,Pulau Punggol Barat,>60 to 80,0,2018
Seletar,Pulau Punggol Barat,>80 to 100,0,2018
Seletar,Pulau Punggol Barat,>100 to 120,0,2018
Seletar,Pulau Punggol Barat,>120,0,2018
Seletar,Pulau Punggol Barat,Not Available,0,2018
Seletar,Pulau Punggol Timor,<=60,0,2018
Seletar,Pulau Punggol Timor,>60 to 80,0,2018
Seletar,Pulau Punggol Timor,>80 to 100,0,2018
Seletar,Pulau Punggol Timor,>100 to 120,0,2018
Seletar,Pulau Punggol Timor,>120,0,2018
Seletar,Pulau Punggol Timor,Not Available,0,2018
Seletar,Seletar,<=60,0,2018
Seletar,Seletar,>60 to 80,0,2018
Seletar,Seletar,>80 to 100,0,2018
Seletar,Seletar,>100 to 120,10,2018
Seletar,Seletar,>120,120,2018
Seletar,Seletar,Not Available,0,2018
Seletar,Seletar Aerospace Park,<=60,0,2018
Seletar,Seletar Aerospace Park,>60 to 80,0,2018
Seletar,Seletar Aerospace Park,>80 to 100,0,2018
Seletar,Seletar Aerospace Park,>100 to 120,0,2018
Seletar,Seletar Aerospace Park,>120,0,2018
Seletar,Seletar Aerospace Park,Not Available,0,2018
Sembawang,Admiralty,<=60,510,2018
Sembawang,Admiralty,>60 to 80,260,2018
Sembawang,Admiralty,>80 to 100,1840,2018
Sembawang,Admiralty,>100 to 120,1330,2018
Sembawang,Admiralty,>120,720,2018
Sembawang,Admiralty,Not Available,0,2018
Sembawang,Sembawang Central,<=60,1250,2018
Sembawang,Sembawang Central,>60 to 80,280,2018
Sembawang,Sembawang Central,>80 to 100,3200,2018
Sembawang,Sembawang Central,>100 to 120,4000,2018
Sembawang,Sembawang Central,>120,2490,2018
Sembawang,Sembawang Central,Not Available,0,2018
Sembawang,Sembawang East,<=60,1100,2018
Sembawang,Sembawang East,>60 to 80,670,2018
Sembawang,Sembawang East,>80 to 100,1930,2018
Sembawang,Sembawang East,>100 to 120,960,2018
Sembawang,Sembawang East,>120,30,2018
Sembawang,Sembawang East,Not Available,0,2018
Sembawang,Sembawang North,<=60,580,2018
Sembawang,Sembawang North,>60 to 80,90,2018
Sembawang,Sembawang North,>80 to 100,3090,2018
Sembawang,Sembawang North,>100 to 120,3150,2018
Sembawang,Sembawang North,>120,1100,2018
Sembawang,Sembawang North,Not Available,0,2018
Sembawang,Sembawang Springs,<=60,120,2018
Sembawang,Sembawang Springs,>60 to 80,220,2018
Sembawang,Sembawang Springs,>80 to 100,1010,2018
Sembawang,Sembawang Springs,>100 to 120,630,2018
Sembawang,Sembawang Springs,>120,1060,2018
Sembawang,Sembawang Springs,Not Available,100,2018
Sembawang,Sembawang Straits,<=60,0,2018
Sembawang,Sembawang Straits,>60 to 80,0,2018
Sembawang,Sembawang Straits,>80 to 100,20,2018
Sembawang,Sembawang Straits,>100 to 120,20,2018
Sembawang,Sembawang Straits,>120,480,2018
Sembawang,Sembawang Straits,Not Available,10,2018
Sembawang,Senoko North,<=60,0,2018
Sembawang,Senoko North,>60 to 80,0,2018
Sembawang,Senoko North,>80 to 100,0,2018
Sembawang,Senoko North,>100 to 120,0,2018
Sembawang,Senoko North,>120,0,2018
Sembawang,Senoko North,Not Available,0,2018
Sembawang,Senoko South,<=60,0,2018
Sembawang,Senoko South,>60 to 80,0,2018
Sembawang,Senoko South,>80 to 100,0,2018
Sembawang,Senoko South,>100 to 120,0,2018
Sembawang,Senoko South,>120,0,2018
Sembawang,Senoko South,Not Available,0,2018
Sembawang,The Wharves,<=60,0,2018
Sembawang,The Wharves,>60 to 80,0,2018
Sembawang,The Wharves,>80 to 100,0,2018
Sembawang,The Wharves,>100 to 120,0,2018
Sembawang,The Wharves,>120,0,2018
Sembawang,The Wharves,Not Available,0,2018
Sengkang,Anchorvale,<=60,890,2018
Sengkang,Anchorvale,>60 to 80,470,2018
Sengkang,Anchorvale,>80 to 100,5590,2018
Sengkang,Anchorvale,>100 to 120,6020,2018
Sengkang,Anchorvale,>120,1390,2018
Sengkang,Anchorvale,Not Available,0,2018
Sengkang,Compassvale,<=60,440,2018
Sengkang,Compassvale,>60 to 80,500,2018
Sengkang,Compassvale,>80 to 100,4760,2018
Sengkang,Compassvale,>100 to 120,1310,2018
Sengkang,Compassvale,>120,270,2018
Sengkang,Compassvale,Not Available,0,2018
Sengkang,Fernvale,<=60,1360,2018
Sengkang,Fernvale,>60 to 80,2770,2018
Sengkang,Fernvale,>80 to 100,9200,2018
Sengkang,Fernvale,>100 to 120,3800,2018
Sengkang,Fernvale,>120,690,2018
Sengkang,Fernvale,Not Available,60,2018
Sengkang,Lorong Halus North,<=60,0,2018
Sengkang,Lorong Halus North,>60 to 80,0,2018
Sengkang,Lorong Halus North,>80 to 100,0,2018
Sengkang,Lorong Halus North,>100 to 120,0,2018
Sengkang,Lorong Halus North,>120,0,2018
Sengkang,Lorong Halus North,Not Available,0,2018
Sengkang,Rivervale,<=60,710,2018
Sengkang,Rivervale,>60 to 80,480,2018
Sengkang,Rivervale,>80 to 100,6050,2018
Sengkang,Rivervale,>100 to 120,7540,2018
Sengkang,Rivervale,>120,3790,2018
Sengkang,Rivervale,Not Available,0,2018
Sengkang,Sengkang Town Centre,<=60,350,2018
Sengkang,Sengkang Town Centre,>60 to 80,1140,2018
Sengkang,Sengkang Town Centre,>80 to 100,6550,2018
Sengkang,Sengkang Town Centre,>100 to 120,8080,2018
Sengkang,Sengkang Town Centre,>120,3670,2018
Sengkang,Sengkang Town Centre,Not Available,0,2018
Sengkang,Sengkang West,<=60,0,2018
Sengkang,Sengkang West,>60 to 80,0,2018
Sengkang,Sengkang West,>80 to 100,0,2018
Sengkang,Sengkang West,>100 to 120,0,2018
Sengkang,Sengkang West,>120,0,2018
Sengkang,Sengkang West,Not Available,0,2018
Serangoon,Lorong Chuan,<=60,100,2018
Serangoon,Lorong Chuan,>60 to 80,50,2018
Serangoon,Lorong Chuan,>80 to 100,270,2018
Serangoon,Lorong Chuan,>100 to 120,440,2018
Serangoon,Lorong Chuan,>120,2210,2018
Serangoon,Lorong Chuan,Not Available,20,2018
Serangoon,Seletar Hills,<=60,230,2018
Serangoon,Seletar Hills,>60 to 80,50,2018
Serangoon,Seletar Hills,>80 to 100,220,2018
Serangoon,Seletar Hills,>100 to 120,130,2018
Serangoon,Seletar Hills,>120,3870,2018
Serangoon,Seletar Hills,Not Available,60,2018
Serangoon,Serangoon Central,<=60,650,2018
Serangoon,Serangoon Central,>60 to 80,1830,2018
Serangoon,Serangoon Central,>80 to 100,3180,2018
Serangoon,Serangoon Central,>100 to 120,1670,2018
Serangoon,Serangoon Central,>120,2030,2018
Serangoon,Serangoon Central,Not Available,100,2018
Serangoon,Serangoon Garden,<=60,1020,2018
Serangoon,Serangoon Garden,>60 to 80,1690,2018
Serangoon,Serangoon Garden,>80 to 100,2870,2018
Serangoon,Serangoon Garden,>100 to 120,790,2018
Serangoon,Serangoon Garden,>120,5990,2018
Serangoon,Serangoon Garden,Not Available,140,2018
Serangoon,Serangoon North,<=60,0,2018
Serangoon,Serangoon North,>60 to 80,0,2018
Serangoon,Serangoon North,>80 to 100,600,2018
Serangoon,Serangoon North,>100 to 120,1750,2018
Serangoon,Serangoon North,>120,2300,2018
Serangoon,Serangoon North,Not Available,0,2018
Serangoon,Serangoon North Ind Estate,<=60,0,2018
Serangoon,Serangoon North Ind Estate,>60 to 80,0,2018
Serangoon,Serangoon North Ind Estate,>80 to 100,0,2018
Serangoon,Serangoon North Ind Estate,>100 to 120,0,2018
Serangoon,Serangoon North Ind Estate,>120,0,2018
Serangoon,Serangoon North Ind Estate,Not Available,0,2018
Serangoon,Upper Paya Lebar,<=60,550,2018
Serangoon,Upper Paya Lebar,>60 to 80,980,2018
Serangoon,Upper Paya Lebar,>80 to 100,640,2018
Serangoon,Upper Paya Lebar,>100 to 120,1810,2018
Serangoon,Upper Paya Lebar,>120,2060,2018
Serangoon,Upper Paya Lebar,Not Available,100,2018
Simpang,Pulau Seletar,<=60,0,2018
Simpang,Pulau Seletar,>60 to 80,0,2018
Simpang,Pulau Seletar,>80 to 100,0,2018
Simpang,Pulau Seletar,>100 to 120,0,2018
Simpang,Pulau Seletar,>120,0,2018
Simpang,Pulau Seletar,Not Available,0,2018
Simpang,Simpang North,<=60,0,2018
Simpang,Simpang North,>60 to 80,0,2018
Simpang,Simpang North,>80 to 100,0,2018
Simpang,Simpang North,>100 to 120,0,2018
Simpang,Simpang North,>120,0,2018
Simpang,Simpang North,Not Available,0,2018
Simpang,Simpang South,<=60,0,2018
Simpang,Simpang South,>60 to 80,0,2018
Simpang,Simpang South,>80 to 100,0,2018
Simpang,Simpang South,>100 to 120,0,2018
Simpang,Simpang South,>120,0,2018
Simpang,Simpang South,Not Available,0,2018
Simpang,Tanjong Irau,<=60,0,2018
Simpang,Tanjong Irau,>60 to 80,0,2018
Simpang,Tanjong Irau,>80 to 100,0,2018
Simpang,Tanjong Irau,>100 to 120,0,2018
Simpang,Tanjong Irau,>120,0,2018
Simpang,Tanjong Irau,Not Available,0,2018
Singapore River,Boat Quay,<=60,0,2018
Singapore River,Boat Quay,>60 to 80,40,2018
Singapore River,Boat Quay,>80 to 100,0,2018
Singapore River,Boat Quay,>100 to 120,40,2018
Singapore River,Boat Quay,>120,40,2018
Singapore River,Boat Quay,Not Available,0,2018
Singapore River,Clarke Quay,<=60,0,2018
Singapore River,Clarke Quay,>60 to 80,0,2018
Singapore River,Clarke Quay,>80 to 100,0,2018
Singapore River,Clarke Quay,>100 to 120,0,2018
Singapore River,Clarke Quay,>120,0,2018
Singapore River,Clarke Quay,Not Available,0,2018
Singapore River,Robertson Quay,<=60,200,2018
Singapore River,Robertson Quay,>60 to 80,430,2018
Singapore River,Robertson Quay,>80 to 100,730,2018
Singapore River,Robertson Quay,>100 to 120,430,2018
Singapore River,Robertson Quay,>120,1790,2018
Singapore River,Robertson Quay,Not Available,0,2018
Southern Islands,Sentosa,<=60,0,2018
Southern Islands,Sentosa,>60 to 80,0,2018
Southern Islands,Sentosa,>80 to 100,10,2018
Southern Islands,Sentosa,>100 to 120,100,2018
Southern Islands,Sentosa,>120,2050,2018
Southern Islands,Sentosa,Not Available,0,2018
Southern Islands,Southern Group,<=60,0,2018
Southern Islands,Southern Group,>60 to 80,0,2018
Southern Islands,Southern Group,>80 to 100,0,2018
Southern Islands,Southern Group,>100 to 120,0,2018
Southern Islands,Southern Group,>120,0,2018
Southern Islands,Southern Group,Not Available,0,2018
Straits View,Straits View,<=60,0,2018
Straits View,Straits View,>60 to 80,0,2018
Straits View,Straits View,>80 to 100,0,2018
Straits View,Straits View,>100 to 120,0,2018
Straits View,Straits View,>120,0,2018
Straits View,Straits View,Not Available,0,2018
Sungei Kadut,Gali Batu,<=60,0,2018
Sungei Kadut,Gali Batu,>60 to 80,0,2018
Sungei Kadut,Gali Batu,>80 to 100,0,2018
Sungei Kadut,Gali Batu,>100 to 120,0,2018
Sungei Kadut,Gali Batu,>120,0,2018
Sungei Kadut,Gali Batu,Not Available,0,2018
Sungei Kadut,Kranji,<=60,0,2018
Sungei Kadut,Kranji,>60 to 80,0,2018
Sungei Kadut,Kranji,>80 to 100,0,2018
Sungei Kadut,Kranji,>100 to 120,0,2018
Sungei Kadut,Kranji,>120,0,2018
Sungei Kadut,Kranji,Not Available,0,2018
Sungei Kadut,Pang Sua,<=60,0,2018
Sungei Kadut,Pang Sua,>60 to 80,0,2018
Sungei Kadut,Pang Sua,>80 to 100,0,2018
Sungei Kadut,Pang Sua,>100 to 120,0,2018
Sungei Kadut,Pang Sua,>120,0,2018
Sungei Kadut,Pang Sua,Not Available,0,2018
Sungei Kadut,Reservoir View,<=60,0,2018
Sungei Kadut,Reservoir View,>60 to 80,0,2018
Sungei Kadut,Reservoir View,>80 to 100,0,2018
Sungei Kadut,Reservoir View,>100 to 120,0,2018
Sungei Kadut,Reservoir View,>120,0,2018
Sungei Kadut,Reservoir View,Not Available,0,2018
Sungei Kadut,Turf Club,<=60,0,2018
Sungei Kadut,Turf Club,>60 to 80,0,2018
Sungei Kadut,Turf Club,>80 to 100,0,2018
Sungei Kadut,Turf Club,>100 to 120,10,2018
Sungei Kadut,Turf Club,>120,220,2018
