PA,SZ,FA,Hse,Time
Sungei Kadut,Turf Club,Not Available,0,2018
Tampines,Simei,<=60,90,2018
Tampines,Simei,>60 to 80,100,2018
Tampines,Simei,>80 to 100,2770,2018
Tampines,Simei,>100 to 120,4620,2018
Tampines,Simei,>120,6390,2018
Tampines,Simei,Not Available,0,2018
Tampines,Tampines East,<=60,2530,2018
Tampines,Tampines East,>60 to 80,8810,2018
Tampines,Tampines East,>80 to 100,4780,2018
Tampines,Tampines East,>100 to 120,12920,2018
Tampines,Tampines East,>120,12910,2018
Tampines,Tampines East,Not Available,280,2018
Tampines,Tampines North,<=60,0,2018
Tampines,Tampines North,>60 to 80,0,2018
Tampines,Tampines North,>80 to 100,0,2018
Tampines,Tampines North,>100 to 120,0,2018
Tampines,Tampines North,>120,0,2018
Tampines,Tampines North,Not Available,0,2018
Tampines,Tampines West,<=60,1370,2018
Tampines,Tampines West,>60 to 80,4090,2018
Tampines,Tampines West,>80 to 100,4140,2018
Tampines,Tampines West,>100 to 120,9600,2018
Tampines,Tampines West,>120,5860,2018
Tampines,Tampines West,Not Available,140,2018
Tampines,Xilin,<=60,0,2018
Tampines,Xilin,>60 to 80,50,2018
Tampines,Xilin,>80 to 100,230,2018
Tampines,Xilin,>100 to 120,150,2018
Tampines,Xilin,>120,380,2018
Tampines,Xilin,Not Available,0,2018
Tanglin,Chatsworth,<=60,750,2018
Tanglin,Chatsworth,>60 to 80,490,2018
Tanglin,Chatsworth,>80 to 100,630,2018
Tanglin,Chatsworth,>100 to 120,780,2018
Tanglin,Chatsworth,>120,2780,2018
Tanglin,Chatsworth,Not Available,180,2018
Tanglin,Nassim,<=60,250,2018
Tanglin,Nassim,>60 to 80,180,2018
Tanglin,Nassim,>80 to 100,410,2018
Tanglin,Nassim,>100 to 120,520,2018
Tanglin,Nassim,>120,4030,2018
Tanglin,Nassim,Not Available,100,2018
Tanglin,Ridout,<=60,0,2018
Tanglin,Ridout,>60 to 80,0,2018
Tanglin,Ridout,>80 to 100,90,2018
Tanglin,Ridout,>100 to 120,30,2018
Tanglin,Ridout,>120,700,2018
Tanglin,Ridout,Not Available,10,2018
Tanglin,Tyersall,<=60,60,2018
Tanglin,Tyersall,>60 to 80,150,2018
Tanglin,Tyersall,>80 to 100,200,2018
Tanglin,Tyersall,>100 to 120,150,2018
Tanglin,Tyersall,>120,1600,2018
Tanglin,Tyersall,Not Available,110,2018
Tengah,Tengah,<=60,0,2018
Tengah,Tengah,>60 to 80,0,2018
Tengah,Tengah,>80 to 100,0,2018
Tengah,Tengah,>100 to 120,0,2018
Tengah,Tengah,>120,0,2018
Tengah,Tengah,Not Available,0,2018
Toa Payoh,Bidadari,<=60,0,2018
Toa Payoh,Bidadari,>60 to 80,0,2018
Toa Payoh,Bidadari,>80 to 100,0,2018
Toa Payoh,Bidadari,>100 to 120,0,2018
Toa Payoh,Bidadari,>120,0,2018
Toa Payoh,Bidadari,Not Available,0,2018
Toa Payoh,Boon Teck,<=60,2540,2018
Toa Payoh,Boon Teck,>60 to 80,1560,2018
Toa Payoh,Boon Teck,>80 to 100,60,2018
Toa Payoh,Boon Teck,>100 to 120,750,2018
Toa Payoh,Boon Teck,>120,580,2018
Toa Payoh,Boon Teck,Not Available,60,2018
Toa Payoh,Braddell,<=60,760,2018
Toa Payoh,Braddell,>60 to 80,1170,2018
Toa Payoh,Braddell,>80 to 100,660,2018
Toa Payoh,Braddell,>100 to 120,490,2018
Toa Payoh,Braddell,>120,730,2018
Toa Payoh,Braddell,Not Available,50,2018
Toa Payoh,Joo Seng,<=60,570,2018
Toa Payoh,Joo Seng,>60 to 80,370,2018
Toa Payoh,Joo Seng,>80 to 100,610,2018
Toa Payoh,Joo Seng,>100 to 120,900,2018
Toa Payoh,Joo Seng,>120,790,2018
Toa Payoh,Joo Seng,Not Available,90,2018
Toa Payoh,Kim Keat,<=60,190,2018
Toa Payoh,Kim Keat,>60 to 80,1320,2018
Toa Payoh,Kim Keat,>80 to 100,0,2018
Toa Payoh,Kim Keat,>100 to 120,760,2018
Toa Payoh,Kim Keat,>120,570,2018
Toa Payoh,Kim Keat,Not Available,20,2018
Toa Payoh,Lorong 8 Toa Payoh,<=60,260,2018
Toa Payoh,Lorong 8 Toa Payoh,>60 to 80,840,2018
Toa Payoh,Lorong 8 Toa Payoh,>80 to 100,980,2018
Toa Payoh,Lorong 8 Toa Payoh,>100 to 120,580,2018
Toa Payoh,Lorong 8 Toa Payoh,>120,10,2018
Toa Payoh,Lorong 8 Toa Payoh,Not Available,30,2018
Toa Payoh,Pei Chun,<=60,260,2018
Toa Payoh,Pei Chun,>60 to 80,2160,2018
Toa Payoh,Pei Chun,>80 to 100,480,2018
Toa Payoh,Pei Chun,>100 to 120,820,2018
Toa Payoh,Pei Chun,>120,200,2018
Toa Payoh,Pei Chun,Not Available,70,2018
Toa Payoh,Potong Pasir,<=60,80,2018
Toa Payoh,Potong Pasir,>60 to 80,2190,2018
Toa Payoh,Potong Pasir,>80 to 100,700,2018
Toa Payoh,Potong Pasir,>100 to 120,1000,2018
Toa Payoh,Potong Pasir,>120,440,2018
Toa Payoh,Potong Pasir,Not Available,60,2018
Toa Payoh,Sennett,<=60,200,2018
Toa Payoh,Sennett,>60 to 80,330,2018
Toa Payoh,Sennett,>80 to 100,200,2018
Toa Payoh,Sennett,>100 to 120,220,2018
Toa Payoh,Sennett,>120,1300,2018
Toa Payoh,Sennett,Not Available,90,2018
Toa Payoh,Toa Payoh Central,<=60,1240,2018
Toa Payoh,Toa Payoh Central,>60 to 80,2720,2018
Toa Payoh,Toa Payoh Central,>80 to 100,2620,2018
Toa Payoh,Toa Payoh Central,>100 to 120,2620,2018
Toa Payoh,Toa Payoh Central,>120,1430,2018
Toa Payoh,Toa Payoh Central,Not Available,160,2018
Toa Payoh,Toa Payoh West,<=60,430,2018
Toa Payoh,Toa Payoh West,>60 to 80,3340,2018
Toa Payoh,Toa Payoh West,>80 to 100,710,2018
Toa Payoh,Toa Payoh West,>100 to 120,100,2018
Toa Payoh,Toa Payoh West,>120,1440,2018
Toa Payoh,Toa Payoh West,Not Available,110,2018
Toa Payoh,Woodleigh,<=60,30,2018
Toa Payoh,Woodleigh,>60 to 80,110,2018
Toa Payoh,Woodleigh,>80 to 100,170,2018
Toa Payoh,Woodleigh,>100 to 120,330,2018
Toa Payoh,Woodleigh,>120,470,2018
Toa Payoh,Woodleigh,Not Available,0,2018
Tuas,Tengeh,<=60,0,2018
Tuas,Tengeh,>60 to 80,0,2018
Tuas,Tengeh,>80 to 100,0,2018
Tuas,Tengeh,>100 to 120,0,2018
Tuas,Tengeh,>120,0,2018
Tuas,Tengeh,Not Available,0,2018
Tuas,Tuas Bay,<=60,0,2018
Tuas,Tuas Bay,>60 to 80,0,2018
Tuas,Tuas Bay,>80 to 100,0,2018
Tuas,Tuas Bay,>100 to 120,0,2018
Tuas,Tuas Bay,>120,0,2018
Tuas,Tuas Bay,Not Available,0,2018
Tuas,Tuas North,<=60,0,2018
Tuas,Tuas North,>60 to 80,0,2018
Tuas,Tuas North,>80 to 100,0,2018
Tuas,Tuas North,>100 to 120,0,2018
Tuas,Tuas North,>120,0,2018
Tuas,Tuas North,Not Available,0,2018
Tuas,Tuas Promenade,<=60,0,2018
Tuas,Tuas Promenade,>60 to 80,0,2018
Tuas,Tuas Promenade,>80 to 100,0,2018
Tuas,Tuas Promenade,>100 to 120,0,2018
Tuas,Tuas Promenade,>120,0,2018
Tuas,Tuas Promenade,Not Available,0,2018
Tuas,Tuas View,<=60,0,2018
Tuas,Tuas View,>60 to 80,0,2018
Tuas,Tuas View,>80 to 100,0,2018
Tuas,Tuas View,>100 to 120,0,2018
Tuas,Tuas View,>120,0,2018
Tuas,Tuas View,Not Available,0,2018
Tuas,Tuas View Extension,<=60,0,2018
Tuas,Tuas View Extension,>60 to 80,0,2018
Tuas,Tuas View Extension,>80 to 100,0,2018
Tuas,Tuas View Extension,>100 to 120,0,2018
Tuas,Tuas View Extension,>120,0,2018
Tuas,Tuas View Extension,Not Available,0,2018
Western Islands,Jurong Island And Bukom,<=60,0,2018
Western Islands,Jurong Island And Bukom,>60 to 80,0,2018
Western Islands,Jurong Island And Bukom,>80 to 100,0,2018
Western Islands,Jurong Island And Bukom,>100 to 120,0,2018
Western Islands,Jurong Island And Bukom,>120,0,2018
Western Islands,Jurong Island And Bukom,Not Available,0,2018
Western Islands,Semakau,<=60,0,2018
Western Islands,Semakau,>60 to 80,0,2018
Western Islands,Semakau,>80 to 100,0,2018
Western Islands,Semakau,>100 to 120,0,2018
Western Islands,Semakau,>120,0,2018
Western Islands,Semakau,Not Available,0,2018
Western Islands,Sudong,<=60,0,2018
Western Islands,Sudong,>60 to 80,0,2018
Western Islands,Sudong,>80 to 100,0,2018
Western Islands,Sudong,>100 to 120,0,2018
Western Islands,Sudong,>120,0,2018
Western Islands,Sudong,Not Available,0,2018
Western Water Catchment,Western Water Catchment,<=60,0,2018
Western Water Catchment,Western Water Catchment,>60 to 80,0,2018
Western Water Catchment,Western Water Catchment,>80 to 100,0,2018
Western Water Catchment,Western Water Catchment,>100 to 120,0,2018
Western Water Catchment,Western Water Catchment,>120,0,2018
Western Water Catchment,Western Water Catchment,Not Available,0,2018
Woodlands,Greenwood Park,<=60,0,2018
Woodlands,Greenwood Park,>60 to 80,0,2018
Woodlands,Greenwood Park,>80 to 100,0,2018
Woodlands,Greenwood Park,>100 to 120,0,2018
Woodlands,Greenwood Park,>120,0,2018
Woodlands,Greenwood Park,Not Available,0,2018
Woodlands,Midview,<=60,590,2018
Woodlands,Midview,>60 to 80,340,2018
Woodlands,Midview,>80 to 100,2790,2018
Woodlands,Midview,>100 to 120,2440,2018
Woodlands,Midview,>120,3500,2018
Woodlands,Midview,Not Available,0,2018
Woodlands,North Coast,<=60,60,2018
Woodlands,North Coast,>60 to 80,1440,2018
Woodlands,North Coast,>80 to 100,1640,2018
Woodlands,North Coast,>100 to 120,540,2018
Woodlands,North Coast,>120,220,2018
Woodlands,North Coast,Not Available,10,2018
Woodlands,Senoko West,<=60,0,2018
Woodlands,Senoko West,>60 to 80,0,2018
Woodlands,Senoko West,>80 to 100,0,2018
Woodlands,Senoko West,>100 to 120,0,2018
Woodlands,Senoko West,>120,0,2018
Woodlands,Senoko West,Not Available,0,2018
Woodlands,Woodgrove,<=60,770,2018
Woodlands,Woodgrove,>60 to 80,860,2018
Woodlands,Woodgrove,>80 to 100,1810,2018
Woodlands,Woodgrove,>100 to 120,2960,2018
Woodlands,Woodgrove,>120,3870,2018
Woodlands,Woodgrove,Not Available,60,2018
Woodlands,Woodlands East,<=60,1750,2018
Woodlands,Woodlands East,>60 to 80,700,2018
Woodlands,Woodlands East,>80 to 100,7190,2018
Woodlands,Woodlands East,>100 to 120,12040,2018
Woodlands,Woodlands East,>120,7100,2018
Woodlands,Woodlands East,Not Available,0,2018
Woodlands,Woodlands Regional Centre,<=60,0,2018
Woodlands,Woodlands Regional Centre,>60 to 80,0,2018
Woodlands,Woodlands Regional Centre,>80 to 100,0,2018
Woodlands,Woodlands Regional Centre,>100 to 120,0,2018
Woodlands,Woodlands Regional Centre,>120,0,2018
Woodlands,Woodlands Regional Centre,Not Available,0,2018
Woodlands,Woodlands South,<=60,1020,2018
Woodlands,Woodlands South,>60 to 80,430,2018
Woodlands,Woodlands South,>80 to 100,2120,2018
Woodlands,Woodlands South,>100 to 120,5260,2018
Woodlands,Woodlands South,>120,3130,2018
Woodlands,Woodlands South,Not Available,0,2018
Woodlands,Woodlands West,<=60,2790,2018
Woodlands,Woodlands West,>60 to 80,2940,2018
Woodlands,Woodlands West,>80 to 100,2590,2018
Woodlands,Woodlands West,>100 to 120,610,2018
Woodlands,Woodlands West,>120,1950,2018
Woodlands,Woodlands West,Not Available,100,2018
Yishun,Khatib,<=60,140,2018
Yishun,Khatib,>60 to 80,870,2018
Yishun,Khatib,>80 to 100,680,2018
Yishun,Khatib,>100 to 120,710,2018
Yishun,Khatib,>120,1070,2018
Yishun,Khatib,Not Available,10,2018
Yishun,Lower Seletar,<=60,690,2018
Yishun,Lower Seletar,>60 to 80,1000,2018
Yishun,Lower Seletar,>80 to 100,2280,2018
Yishun,Lower Seletar,>100 to 120,1730,2018
Yishun,Lower Seletar,>120,450,2018
Yishun,Lower Seletar,Not Available,0,2018
Yishun,Nee Soon,<=60,0,2018
Yishun,Nee Soon,>60 to 80,0,2018
Yishun,Nee Soon,>80 to 100,20,2018
Yishun,Nee Soon,>100 to 120,90,2018
Yishun,Nee Soon,>120,200,2018
Yishun,Nee Soon,Not Available,0,2018
Yishun,Northland,<=60,480,2018
Yishun,Northland,>60 to 80,2640,2018
Yishun,Northland,>80 to 100,3160,2018
Yishun,Northland,>100 to 120,1620,2018
Yishun,Northland,>120,1330,2018
Yishun,Northland,Not Available,90,2018
Yishun,Springleaf,<=60,20,2018
Yishun,Springleaf,>60 to 80,20,2018
Yishun,Springleaf,>80 to 100,10,2018
Yishun,Springleaf,>100 to 120,20,2018
Yishun,Springleaf,>120,1180,2018
Yishun,Springleaf,Not Available,40,2018
Yishun,Yishun Central,<=60,0,2018
Yishun,Yishun Central,>60 to 80,0,2018
Yishun,Yishun Central,>80 to 100,0,2018
Yishun,Yishun Central,>100 to 120,220,2018
Yishun,Yishun Central,>120,180,2018
Yishun,Yishun Central,Not Available,0,2018
Yishun,Yishun East,<=60,1890,2018
Yishun,Yishun East,>60 to 80,2510,2018
Yishun,Yishun East,>80 to 100,6140,2018
Yishun,Yishun East,>100 to 120,5310,2018
Yishun,Yishun East,>120,2290,2018
Yishun,Yishun East,Not Available,30,2018
Yishun,Yishun South,<=60,690,2018
Yishun,Yishun South,>60 to 80,1880,2018
Yishun,Yishun South,>80 to 100,3610,2018
Yishun,Yishun South,>100 to 120,4270,2018
Yishun,Yishun South,>120,3460,2018
Yishun,Yishun South,Not Available,70,2018
Yishun,Yishun West,<=60,670,2018
Yishun,Yishun West,>60 to 80,6750,2018
Yishun,Yishun West,>80 to 100,6800,2018
Yishun,Yishun West,>100 to 120,2420,2018
Yishun,Yishun West,>120,1990,2018
Yishun,Yishun West,Not Available,250,2018
Ang Mo Kio,Ang Mo Kio Town Centre,<=60,0,2019
Ang Mo Kio,Ang Mo Kio Town Centre,>60 to 80,180,2019
Ang Mo Kio,Ang Mo Kio Town Centre,>80 to 100,460,2019
Ang Mo Kio,Ang Mo Kio Town Centre,>100 to 120,1030,2019
Ang Mo Kio,Ang Mo Kio Town Centre,>120,210,2019
Ang Mo Kio,Ang Mo Kio Town Centre,Not Available,120,2019
Ang Mo Kio,Cheng San,<=60,490,2019
Ang Mo Kio,Cheng San,>60 to 80,4700,2019
Ang Mo Kio,Cheng San,>80 to 100,4170,2019
Ang Mo Kio,Cheng San,>100 to 120,1290,2019
Ang Mo Kio,Cheng San,>120,210,2019
Ang Mo Kio,Cheng San,Not Available,130,2019
Ang Mo Kio,Chong Boon,<=60,700,2019
Ang Mo Kio,Chong Boon,>60 to 80,4340,2019
Ang Mo Kio,Chong Boon,>80 to 100,3630,2019
Ang Mo Kio,Chong Boon,>100 to 120,1130,2019
Ang Mo Kio,Chong Boon,>120,130,2019
Ang Mo Kio,Chong Boon,Not Available,180,2019
Ang Mo Kio,Kebun Bahru,<=60,1340,2019
Ang Mo Kio,Kebun Bahru,>60 to 80,3720,2019
Ang Mo Kio,Kebun Bahru,>80 to 100,2680,2019
Ang Mo Kio,Kebun Bahru,>100 to 120,370,2019
Ang Mo Kio,Kebun Bahru,>120,870,2019
Ang Mo Kio,Kebun Bahru,Not Available,140,2019
Ang Mo Kio,Sembawang Hills,<=60,30,2019
Ang Mo Kio,Sembawang Hills,>60 to 80,60,2019
Ang Mo Kio,Sembawang Hills,>80 to 100,150,2019
Ang Mo Kio,Sembawang Hills,>100 to 120,170,2019
Ang Mo Kio,Sembawang Hills,>120,1570,2019
Ang Mo Kio,Sembawang Hills,Not Available,50,2019
Ang Mo Kio,Shangri-La,<=60,1290,2019
Ang Mo Kio,Shangri-La,>60 to 80,2390,2019
Ang Mo Kio,Shangri-La,>80 to 100,1860,2019
Ang Mo Kio,Shangri-La,>100 to 120,270,2019
Ang Mo Kio,Shangri-La,>120,460,2019
Ang Mo Kio,Shangri-La,Not Available,80,2019
Ang Mo Kio,Tagore,<=60,50,2019
Ang Mo Kio,Tagore,>60 to 80,140,2019
Ang Mo Kio,Tagore,>80 to 100,60,2019
Ang Mo Kio,Tagore,>100 to 120,430,2019
Ang Mo Kio,Tagore,>120,1840,2019
Ang Mo Kio,Tagore,Not Available,10,2019
Ang Mo Kio,Townsville,<=60,730,2019
Ang Mo Kio,Townsville,>60 to 80,2410,2019
Ang Mo Kio,Townsville,>80 to 100,3650,2019
Ang Mo Kio,Townsville,>100 to 120,650,2019
Ang Mo Kio,Townsville,>120,530,2019
Ang Mo Kio,Townsville,Not Available,70,2019
Ang Mo Kio,Yio Chu Kang,<=60,0,2019
Ang Mo Kio,Yio Chu Kang,>60 to 80,0,2019
Ang Mo Kio,Yio Chu Kang,>80 to 100,0,2019
Ang Mo Kio,Yio Chu Kang,>100 to 120,0,2019
Ang Mo Kio,Yio Chu Kang,>120,0,2019
Ang Mo Kio,Yio Chu Kang,Not Available,0,2019
Ang Mo Kio,Yio Chu Kang East,<=60,40,2019
Ang Mo Kio,Yio Chu Kang East,>60 to 80,70,2019
Ang Mo Kio,Yio Chu Kang East,>80 to 100,40,2019
Ang Mo Kio,Yio Chu Kang East,>100 to 120,170,2019
Ang Mo Kio,Yio Chu Kang East,>120,1100,2019
Ang Mo Kio,Yio Chu Kang East,Not Available,0,2019
Ang Mo Kio,Yio Chu Kang North,<=60,0,2019
Ang Mo Kio,Yio Chu Kang North,>60 to 80,0,2019
Ang Mo Kio,Yio Chu Kang North,>80 to 100,0,2019
Ang Mo Kio,Yio Chu Kang North,>100 to 120,0,2019
Ang Mo Kio,Yio Chu Kang North,>120,0,2019
Ang Mo Kio,Yio Chu Kang North,Not Available,0,2019
Ang Mo Kio,Yio Chu Kang West,<=60,1180,2019
Ang Mo Kio,Yio Chu Kang West,>60 to 80,2500,2019
Ang Mo Kio,Yio Chu Kang West,>80 to 100,2480,2019
Ang Mo Kio,Yio Chu Kang West,>100 to 120,1160,2019
Ang Mo Kio,Yio Chu Kang West,>120,1760,2019
Ang Mo Kio,Yio Chu Kang West,Not Available,70,2019
Bedok,Bayshore,<=60,60,2019
Bedok,Bayshore,>60 to 80,120,2019
Bedok,Bayshore,>80 to 100,1450,2019
Bedok,Bayshore,>100 to 120,1070,2019
Bedok,Bayshore,>120,1430,2019
Bedok,Bayshore,Not Available,0,2019
Bedok,Bedok North,<=60,4690,2019
Bedok,Bedok North,>60 to 80,9540,2019
Bedok,Bedok North,>80 to 100,10360,2019
Bedok,Bedok North,>100 to 120,3160,2019
Bedok,Bedok North,>120,3130,2019
Bedok,Bedok North,Not Available,540,2019
Bedok,Bedok Reservoir,<=60,200,2019
Bedok,Bedok Reservoir,>60 to 80,1260,2019
Bedok,Bedok Reservoir,>80 to 100,1820,2019
Bedok,Bedok Reservoir,>100 to 120,3920,2019
Bedok,Bedok Reservoir,>120,2200,2019
Bedok,Bedok Reservoir,Not Available,60,2019
Bedok,Bedok South,<=60,1970,2019
Bedok,Bedok South,>60 to 80,3440,2019
Bedok,Bedok South,>80 to 100,4860,2019
Bedok,Bedok South,>100 to 120,1930,2019
Bedok,Bedok South,>120,5510,2019
Bedok,Bedok South,Not Available,180,2019
Bedok,Frankel,<=60,1200,2019
Bedok,Frankel,>60 to 80,830,2019
Bedok,Frankel,>80 to 100,1240,2019
Bedok,Frankel,>100 to 120,1940,2019
Bedok,Frankel,>120,8030,2019
Bedok,Frankel,Not Available,400,2019
Bedok,Kaki Bukit,<=60,960,2019
Bedok,Kaki Bukit,>60 to 80,2120,2019
Bedok,Kaki Bukit,>80 to 100,3220,2019
Bedok,Kaki Bukit,>100 to 120,1640,2019
Bedok,Kaki Bukit,>120,4230,2019
Bedok,Kaki Bukit,Not Available,100,2019
Bedok,Kembangan,<=60,2230,2019
Bedok,Kembangan,>60 to 80,3080,2019
Bedok,Kembangan,>80 to 100,2080,2019
Bedok,Kembangan,>100 to 120,1780,2019
Bedok,Kembangan,>120,4510,2019
Bedok,Kembangan,Not Available,190,2019
Bedok,Siglap,<=60,0,2019
Bedok,Siglap,>60 to 80,180,2019
Bedok,Siglap,>80 to 100,120,2019
Bedok,Siglap,>100 to 120,350,2019
Bedok,Siglap,>120,2110,2019
Bedok,Siglap,Not Available,0,2019
Bishan,Bishan East,<=60,300,2019
Bishan,Bishan East,>60 to 80,1370,2019
Bishan,Bishan East,>80 to 100,2610,2019
Bishan,Bishan East,>100 to 120,1710,2019
Bishan,Bishan East,>120,3890,2019
Bishan,Bishan East,Not Available,50,2019
Bishan,Marymount,<=60,50,2019
Bishan,Marymount,>60 to 80,10,2019
Bishan,Marymount,>80 to 100,490,2019
Bishan,Marymount,>100 to 120,5230,2019
Bishan,Marymount,>120,3490,2019
Bishan,Marymount,Not Available,40,2019
Bishan,Upper Thomson,<=60,1060,2019
Bishan,Upper Thomson,>60 to 80,1720,2019
Bishan,Upper Thomson,>80 to 100,1540,2019
Bishan,Upper Thomson,>100 to 120,1910,2019
Bishan,Upper Thomson,>120,4820,2019
Bishan,Upper Thomson,Not Available,80,2019
Boon Lay,Liu Fang,<=60,0,2019
Boon Lay,Liu Fang,>60 to 80,0,2019
Boon Lay,Liu Fang,>80 to 100,0,2019
Boon Lay,Liu Fang,>100 to 120,0,2019
Boon Lay,Liu Fang,>120,0,2019
Boon Lay,Liu Fang,Not Available,0,2019
Boon Lay,Samulun,<=60,0,2019
Boon Lay,Samulun,>60 to 80,0,2019
Boon Lay,Samulun,>80 to 100,0,2019
Boon Lay,Samulun,>100 to 120,0,2019
Boon Lay,Samulun,>120,0,2019
Boon Lay,Samulun,Not Available,0,2019
Boon Lay,Shipyard,<=60,0,2019
Boon Lay,Shipyard,>60 to 80,0,2019
Boon Lay,Shipyard,>80 to 100,0,2019
Boon Lay,Shipyard,>100 to 120,0,2019
Boon Lay,Shipyard,>120,0,2019
Boon Lay,Shipyard,Not Available,0,2019
Boon Lay,Tukang,<=60,0,2019
Boon Lay,Tukang,>60 to 80,0,2019
Boon Lay,Tukang,>80 to 100,0,2019
Boon Lay,Tukang,>100 to 120,0,2019
Boon Lay,Tukang,>120,0,2019
Boon Lay,Tukang,Not Available,0,2019
Bukit Batok,Brickworks,<=60,2790,2019
Bukit Batok,Brickworks,>60 to 80,850,2019
Bukit Batok,Brickworks,>80 to 100,2920,2019
Bukit Batok,Brickworks,>100 to 120,1580,2019
Bukit Batok,Brickworks,>120,60,2019
Bukit Batok,Brickworks,Not Available,0,2019
Bukit Batok,Bukit Batok Central,<=60,740,2019
Bukit Batok,Bukit Batok Central,>60 to 80,1630,2019
Bukit Batok,Bukit Batok Central,>80 to 100,1640,2019
Bukit Batok,Bukit Batok Central,>100 to 120,3450,2019
Bukit Batok,Bukit Batok Central,>120,2000,2019
Bukit Batok,Bukit Batok Central,Not Available,70,2019
Bukit Batok,Bukit Batok East,<=60,0,2019
Bukit Batok,Bukit Batok East,>60 to 80,2350,2019
Bukit Batok,Bukit Batok East,>80 to 100,1130,2019
Bukit Batok,Bukit Batok East,>100 to 120,440,2019
Bukit Batok,Bukit Batok East,>120,580,2019
Bukit Batok,Bukit Batok East,Not Available,80,2019
Bukit Batok,Bukit Batok South,<=60,0,2019
Bukit Batok,Bukit Batok South,>60 to 80,140,2019
Bukit Batok,Bukit Batok South,>80 to 100,1080,2019
Bukit Batok,Bukit Batok South,>100 to 120,1970,2019
Bukit Batok,Bukit Batok South,>120,1440,2019
Bukit Batok,Bukit Batok South,Not Available,0,2019
Bukit Batok,Bukit Batok West,<=60,0,2019
Bukit Batok,Bukit Batok West,>60 to 80,1890,2019
Bukit Batok,Bukit Batok West,>80 to 100,1010,2019
Bukit Batok,Bukit Batok West,>100 to 120,1490,2019
Bukit Batok,Bukit Batok West,>120,630,2019
Bukit Batok,Bukit Batok West,Not Available,60,2019
Bukit Batok,Gombak,<=60,200,2019
Bukit Batok,Gombak,>60 to 80,90,2019
Bukit Batok,Gombak,>80 to 100,1360,2019
Bukit Batok,Gombak,>100 to 120,870,2019
Bukit Batok,Gombak,>120,810,2019
Bukit Batok,Gombak,Not Available,20,2019
Bukit Batok,Guilin,<=60,720,2019
Bukit Batok,Guilin,>60 to 80,1020,2019
Bukit Batok,Guilin,>80 to 100,940,2019
Bukit Batok,Guilin,>100 to 120,1290,2019
Bukit Batok,Guilin,>120,860,2019
Bukit Batok,Guilin,Not Available,10,2019
Bukit Batok,Hillview,<=60,600,2019
Bukit Batok,Hillview,>60 to 80,400,2019
Bukit Batok,Hillview,>80 to 100,1360,2019
Bukit Batok,Hillview,>100 to 120,1810,2019
Bukit Batok,Hillview,>120,3840,2019
Bukit Batok,Hillview,Not Available,10,2019
Bukit Batok,Hong Kah North,<=60,380,2019
Bukit Batok,Hong Kah North,>60 to 80,3010,2019
Bukit Batok,Hong Kah North,>80 to 100,2900,2019
Bukit Batok,Hong Kah North,>100 to 120,1120,2019
Bukit Batok,Hong Kah North,>120,1320,2019
Bukit Batok,Hong Kah North,Not Available,90,2019
Bukit Merah,Alexandra Hill,<=60,2270,2019
Bukit Merah,Alexandra Hill,>60 to 80,660,2019
Bukit Merah,Alexandra Hill,>80 to 100,880,2019
Bukit Merah,Alexandra Hill,>100 to 120,660,2019
Bukit Merah,Alexandra Hill,>120,750,2019
Bukit Merah,Alexandra Hill,Not Available,210,2019
Bukit Merah,Alexandra North,<=60,230,2019
Bukit Merah,Alexandra North,>60 to 80,510,2019
Bukit Merah,Alexandra North,>80 to 100,270,2019
Bukit Merah,Alexandra North,>100 to 120,580,2019
Bukit Merah,Alexandra North,>120,270,2019
Bukit Merah,Alexandra North,Not Available,0,2019
Bukit Merah,Bukit Ho Swee,<=60,3160,2019
Bukit Merah,Bukit Ho Swee,>60 to 80,1140,2019
Bukit Merah,Bukit Ho Swee,>80 to 100,1200,2019
Bukit Merah,Bukit Ho Swee,>100 to 120,670,2019
Bukit Merah,Bukit Ho Swee,>120,130,2019
Bukit Merah,Bukit Ho Swee,Not Available,130,2019
Bukit Merah,Bukit Merah,<=60,0,2019
Bukit Merah,Bukit Merah,>60 to 80,60,2019
