PA,SZ,FA,HSE,Time
Downtown Core,Bugis,<=60,560,2024
Downtown Core,Bugis,>60 to 80,340,2024
Downtown Core,Bugis,>80 to 100,400,2024
Downtown Core,Bugis,>100 to 120,40,2024
Downtown Core,Bugis,>120,110,2024
Downtown Core,Bugis,Not Available,150,2024
Downtown Core,Cecil,<=60,560,2024
Downtown Core,Cecil,>60 to 80,220,2024
Downtown Core,Cecil,>80 to 100,170,2024
Downtown Core,Cecil,>100 to 120,180,2024
Downtown Core,Cecil,>120,200,2024
Downtown Core,Cecil,Not Available,0,2024
Downtown Core,Central Subzone,<=60,170,2024
Downtown Core,Central Subzone,>60 to 80,950,2024
Downtown Core,Central Subzone,>80 to 100,460,2024
Downtown Core,Central Subzone,>100 to 120,430,2024
Downtown Core,Central Subzone,>120,780,2024
Downtown Core,Central Subzone,Not Available,0,2024
Downtown Core,City Hall,<=60,140,2024
Downtown Core,City Hall,>60 to 80,100,2024
Downtown Core,City Hall,>80 to 100,30,2024
Downtown Core,City Hall,>100 to 120,60,2024
Downtown Core,City Hall,>120,180,2024
Downtown Core,City Hall,Not Available,10,2024
Downtown Core,Clifford Pier,<=60,0,2024
Downtown Core,Clifford Pier,>60 to 80,0,2024
Downtown Core,Clifford Pier,>80 to 100,0,2024
Downtown Core,Clifford Pier,>100 to 120,0,2024
Downtown Core,Clifford Pier,>120,0,2024
Downtown Core,Clifford Pier,Not Available,0,2024
Downtown Core,Marina Centre,<=60,0,2024
Downtown Core,Marina Centre,>60 to 80,0,2024
Downtown Core,Marina Centre,>80 to 100,0,2024
Downtown Core,Marina Centre,>100 to 120,0,2024
Downtown Core,Marina Centre,>120,0,2024
Downtown Core,Marina Centre,Not Available,0,2024
Downtown Core,Maxwell,<=60,0,2024
Downtown Core,Maxwell,>60 to 80,0,2024
Downtown Core,Maxwell,>80 to 100,0,2024
Downtown Core,Maxwell,>100 to 120,0,2024
Downtown Core,Maxwell,>120,0,2024
Downtown Core,Maxwell,Not Available,0,2024
Downtown Core,Nicoll,<=60,20,2024
Downtown Core,Nicoll,>60 to 80,210,2024
Downtown Core,Nicoll,>80 to 100,40,2024
Downtown Core,Nicoll,>100 to 120,110,2024
Downtown Core,Nicoll,>120,120,2024
Downtown Core,Nicoll,Not Available,0,2024
Downtown Core,Phillip,<=60,0,2024
Downtown Core,Phillip,>60 to 80,0,2024
Downtown Core,Phillip,>80 to 100,0,2024
Downtown Core,Phillip,>100 to 120,0,2024
Downtown Core,Phillip,>120,0,2024
Downtown Core,Phillip,Not Available,0,2024
Downtown Core,Raffles Place,<=60,0,2024
Downtown Core,Raffles Place,>60 to 80,0,2024
Downtown Core,Raffles Place,>80 to 100,0,2024
Downtown Core,Raffles Place,>100 to 120,0,2024
Downtown Core,Raffles Place,>120,0,2024
Downtown Core,Raffles Place,Not Available,0,2024
Downtown Core,Tanjong Pagar,<=60,710,2024
Downtown Core,Tanjong Pagar,>60 to 80,490,2024
Downtown Core,Tanjong Pagar,>80 to 100,410,2024
Downtown Core,Tanjong Pagar,>100 to 120,150,2024
Downtown Core,Tanjong Pagar,>120,220,2024
Downtown Core,Tanjong Pagar,Not Available,0,2024
Geylang,Aljunied,<=60,5450,2024
Geylang,Aljunied,>60 to 80,4490,2024
Geylang,Aljunied,>80 to 100,4520,2024
Geylang,Aljunied,>100 to 120,4580,2024
Geylang,Aljunied,>120,2670,2024
Geylang,Aljunied,Not Available,1110,2024
Geylang,Geylang East,<=60,3650,2024
Geylang,Geylang East,>60 to 80,2350,2024
Geylang,Geylang East,>80 to 100,3740,2024
Geylang,Geylang East,>100 to 120,1990,2024
Geylang,Geylang East,>120,2650,2024
Geylang,Geylang East,Not Available,470,2024
Geylang,Kallang Way,<=60,0,2024
Geylang,Kallang Way,>60 to 80,0,2024
Geylang,Kallang Way,>80 to 100,0,2024
Geylang,Kallang Way,>100 to 120,0,2024
Geylang,Kallang Way,>120,0,2024
Geylang,Kallang Way,Not Available,0,2024
Geylang,Kampong Ubi,<=60,120,2024
Geylang,Kampong Ubi,>60 to 80,450,2024
Geylang,Kampong Ubi,>80 to 100,2710,2024
Geylang,Kampong Ubi,>100 to 120,930,2024
Geylang,Kampong Ubi,>120,530,2024
Geylang,Kampong Ubi,Not Available,80,2024
Geylang,Macpherson,<=60,5550,2024
Geylang,Macpherson,>60 to 80,2100,2024
Geylang,Macpherson,>80 to 100,2120,2024
Geylang,Macpherson,>100 to 120,1010,2024
Geylang,Macpherson,>120,1240,2024
Geylang,Macpherson,Not Available,210,2024
Hougang,Defu Industrial Park,<=60,0,2024
Hougang,Defu Industrial Park,>60 to 80,0,2024
Hougang,Defu Industrial Park,>80 to 100,0,2024
Hougang,Defu Industrial Park,>100 to 120,0,2024
Hougang,Defu Industrial Park,>120,0,2024
Hougang,Defu Industrial Park,Not Available,0,2024
Hougang,Hougang Central,<=60,100,2024
Hougang,Hougang Central,>60 to 80,120,2024
Hougang,Hougang Central,>80 to 100,150,2024
Hougang,Hougang Central,>100 to 120,500,2024
Hougang,Hougang Central,>120,720,2024
Hougang,Hougang Central,Not Available,50,2024
Hougang,Hougang East,<=60,80,2024
Hougang,Hougang East,>60 to 80,700,2024
Hougang,Hougang East,>80 to 100,2150,2024
Hougang,Hougang East,>100 to 120,3400,2024
Hougang,Hougang East,>120,1660,2024
Hougang,Hougang East,Not Available,10,2024
Hougang,Hougang West,<=60,600,2024
Hougang,Hougang West,>60 to 80,2720,2024
Hougang,Hougang West,>80 to 100,4130,2024
Hougang,Hougang West,>100 to 120,4580,2024
Hougang,Hougang West,>120,2780,2024
Hougang,Hougang West,Not Available,110,2024
Hougang,Kangkar,<=60,2350,2024
Hougang,Kangkar,>60 to 80,2680,2024
Hougang,Kangkar,>80 to 100,3820,2024
Hougang,Kangkar,>100 to 120,2650,2024
Hougang,Kangkar,>120,2140,2024
Hougang,Kangkar,Not Available,80,2024
Hougang,Kovan,<=60,1030,2024
Hougang,Kovan,>60 to 80,940,2024
Hougang,Kovan,>80 to 100,1890,2024
Hougang,Kovan,>100 to 120,1500,2024
Hougang,Kovan,>120,4730,2024
Hougang,Kovan,Not Available,110,2024
Hougang,Lorong Ah Soo,<=60,550,2024
Hougang,Lorong Ah Soo,>60 to 80,3240,2024
Hougang,Lorong Ah Soo,>80 to 100,2620,2024
Hougang,Lorong Ah Soo,>100 to 120,2460,2024
Hougang,Lorong Ah Soo,>120,3280,2024
Hougang,Lorong Ah Soo,Not Available,210,2024
Hougang,Lorong Halus,<=60,0,2024
Hougang,Lorong Halus,>60 to 80,0,2024
Hougang,Lorong Halus,>80 to 100,0,2024
Hougang,Lorong Halus,>100 to 120,0,2024
Hougang,Lorong Halus,>120,0,2024
Hougang,Lorong Halus,Not Available,0,2024
Hougang,Tai Seng,<=60,810,2024
Hougang,Tai Seng,>60 to 80,240,2024
Hougang,Tai Seng,>80 to 100,310,2024
Hougang,Tai Seng,>100 to 120,1350,2024
Hougang,Tai Seng,>120,1660,2024
Hougang,Tai Seng,Not Available,10,2024
Hougang,Trafalgar,<=60,2420,2024
Hougang,Trafalgar,>60 to 80,790,2024
Hougang,Trafalgar,>80 to 100,5480,2024
Hougang,Trafalgar,>100 to 120,4830,2024
Hougang,Trafalgar,>120,2400,2024
Hougang,Trafalgar,Not Available,0,2024
Jurong East,International Business Park,<=60,0,2024
Jurong East,International Business Park,>60 to 80,0,2024
Jurong East,International Business Park,>80 to 100,0,2024
Jurong East,International Business Park,>100 to 120,0,2024
Jurong East,International Business Park,>120,0,2024
Jurong East,International Business Park,Not Available,0,2024
Jurong East,Jurong Gateway,<=60,290,2024
Jurong East,Jurong Gateway,>60 to 80,210,2024
Jurong East,Jurong Gateway,>80 to 100,180,2024
Jurong East,Jurong Gateway,>100 to 120,40,2024
Jurong East,Jurong Gateway,>120,10,2024
Jurong East,Jurong Gateway,Not Available,30,2024
Jurong East,Jurong Port,<=60,0,2024
Jurong East,Jurong Port,>60 to 80,0,2024
Jurong East,Jurong Port,>80 to 100,0,2024
Jurong East,Jurong Port,>100 to 120,0,2024
Jurong East,Jurong Port,>120,0,2024
Jurong East,Jurong Port,Not Available,0,2024
Jurong East,Jurong River,<=60,0,2024
Jurong East,Jurong River,>60 to 80,0,2024
Jurong East,Jurong River,>80 to 100,0,2024
Jurong East,Jurong River,>100 to 120,0,2024
Jurong East,Jurong River,>120,0,2024
Jurong East,Jurong River,Not Available,0,2024
Jurong East,Lakeside (Business),<=60,0,2024
Jurong East,Lakeside (Business),>60 to 80,0,2024
Jurong East,Lakeside (Business),>80 to 100,0,2024
Jurong East,Lakeside (Business),>100 to 120,0,2024
Jurong East,Lakeside (Business),>120,0,2024
Jurong East,Lakeside (Business),Not Available,0,2024
Jurong East,Lakeside (Leisure),<=60,0,2024
Jurong East,Lakeside (Leisure),>60 to 80,0,2024
Jurong East,Lakeside (Leisure),>80 to 100,0,2024
Jurong East,Lakeside (Leisure),>100 to 120,0,2024
Jurong East,Lakeside (Leisure),>120,140,2024
Jurong East,Lakeside (Leisure),Not Available,0,2024
Jurong East,Penjuru Crescent,<=60,0,2024
Jurong East,Penjuru Crescent,>60 to 80,0,2024
Jurong East,Penjuru Crescent,>80 to 100,0,2024
Jurong East,Penjuru Crescent,>100 to 120,0,2024
Jurong East,Penjuru Crescent,>120,0,2024
Jurong East,Penjuru Crescent,Not Available,0,2024
Jurong East,Teban Gardens,<=60,90,2024
Jurong East,Teban Gardens,>60 to 80,1830,2024
Jurong East,Teban Gardens,>80 to 100,2690,2024
Jurong East,Teban Gardens,>100 to 120,1230,2024
Jurong East,Teban Gardens,>120,420,2024
Jurong East,Teban Gardens,Not Available,10,2024
Jurong East,Toh Guan,<=60,0,2024
Jurong East,Toh Guan,>60 to 80,270,2024
Jurong East,Toh Guan,>80 to 100,920,2024
Jurong East,Toh Guan,>100 to 120,1310,2024
Jurong East,Toh Guan,>120,2100,2024
Jurong East,Toh Guan,Not Available,10,2024
Jurong East,Yuhua East,<=60,160,2024
Jurong East,Yuhua East,>60 to 80,2840,2024
Jurong East,Yuhua East,>80 to 100,2530,2024
Jurong East,Yuhua East,>100 to 120,1670,2024
Jurong East,Yuhua East,>120,1490,2024
Jurong East,Yuhua East,Not Available,140,2024
Jurong East,Yuhua West,<=60,850,2024
Jurong East,Yuhua West,>60 to 80,1410,2024
Jurong East,Yuhua West,>80 to 100,550,2024
Jurong East,Yuhua West,>100 to 120,1990,2024
Jurong East,Yuhua West,>120,2120,2024
Jurong East,Yuhua West,Not Available,80,2024
Jurong West,Boon Lay Place,<=60,3490,2024
Jurong West,Boon Lay Place,>60 to 80,3110,2024
Jurong West,Boon Lay Place,>80 to 100,1380,2024
Jurong West,Boon Lay Place,>100 to 120,2040,2024
Jurong West,Boon Lay Place,>120,830,2024
Jurong West,Boon Lay Place,Not Available,0,2024
Jurong West,Chin Bee,<=60,0,2024
Jurong West,Chin Bee,>60 to 80,0,2024
Jurong West,Chin Bee,>80 to 100,0,2024
Jurong West,Chin Bee,>100 to 120,0,2024
Jurong West,Chin Bee,>120,0,2024
Jurong West,Chin Bee,Not Available,0,2024
Jurong West,Hong Kah,<=60,850,2024
Jurong West,Hong Kah,>60 to 80,4690,2024
Jurong West,Hong Kah,>80 to 100,3470,2024
Jurong West,Hong Kah,>100 to 120,6490,2024
Jurong West,Hong Kah,>120,3140,2024
Jurong West,Hong Kah,Not Available,210,2024
Jurong West,Jurong West Central,<=60,30,2024
Jurong West,Jurong West Central,>60 to 80,290,2024
Jurong West,Jurong West Central,>80 to 100,7210,2024
Jurong West,Jurong West Central,>100 to 120,9090,2024
Jurong West,Jurong West Central,>120,3050,2024
Jurong West,Jurong West Central,Not Available,0,2024
Jurong West,Kian Teck,<=60,0,2024
Jurong West,Kian Teck,>60 to 80,0,2024
Jurong West,Kian Teck,>80 to 100,0,2024
Jurong West,Kian Teck,>100 to 120,0,2024
Jurong West,Kian Teck,>120,0,2024
Jurong West,Kian Teck,Not Available,0,2024
Jurong West,Safti,<=60,0,2024
Jurong West,Safti,>60 to 80,0,2024
Jurong West,Safti,>80 to 100,0,2024
Jurong West,Safti,>100 to 120,0,2024
Jurong West,Safti,>120,0,2024
Jurong West,Safti,Not Available,0,2024
Jurong West,Taman Jurong,<=60,1310,2024
Jurong West,Taman Jurong,>60 to 80,2520,2024
Jurong West,Taman Jurong,>80 to 100,2720,2024
Jurong West,Taman Jurong,>100 to 120,4190,2024
Jurong West,Taman Jurong,>120,3160,2024
Jurong West,Taman Jurong,Not Available,0,2024
Jurong West,Wenya,<=60,0,2024
Jurong West,Wenya,>60 to 80,0,2024
Jurong West,Wenya,>80 to 100,910,2024
Jurong West,Wenya,>100 to 120,1210,2024
Jurong West,Wenya,>120,250,2024
Jurong West,Wenya,Not Available,0,2024
Jurong West,Yunnan,<=60,990,2024
Jurong West,Yunnan,>60 to 80,920,2024
Jurong West,Yunnan,>80 to 100,980,2024
Jurong West,Yunnan,>100 to 120,9410,2024
Jurong West,Yunnan,>120,7660,2024
Jurong West,Yunnan,Not Available,30,2024
Kallang,Bendemeer,<=60,2350,2024
Kallang,Bendemeer,>60 to 80,4200,2024
Kallang,Bendemeer,>80 to 100,4720,2024
Kallang,Bendemeer,>100 to 120,3000,2024
Kallang,Bendemeer,>120,1490,2024
Kallang,Bendemeer,Not Available,270,2024
Kallang,Boon Keng,<=60,460,2024
Kallang,Boon Keng,>60 to 80,1130,2024
Kallang,Boon Keng,>80 to 100,2020,2024
Kallang,Boon Keng,>100 to 120,870,2024
Kallang,Boon Keng,>120,170,2024
Kallang,Boon Keng,Not Available,50,2024
Kallang,Crawford,<=60,3050,2024
Kallang,Crawford,>60 to 80,870,2024
Kallang,Crawford,>80 to 100,380,2024
Kallang,Crawford,>100 to 120,120,2024
Kallang,Crawford,>120,140,2024
Kallang,Crawford,Not Available,100,2024
Kallang,Geylang Bahru,<=60,1020,2024
Kallang,Geylang Bahru,>60 to 80,2200,2024
Kallang,Geylang Bahru,>80 to 100,390,2024
Kallang,Geylang Bahru,>100 to 120,600,2024
Kallang,Geylang Bahru,>120,150,2024
Kallang,Geylang Bahru,Not Available,70,2024
Kallang,Kallang Bahru,<=60,0,2024
Kallang,Kallang Bahru,>60 to 80,0,2024
Kallang,Kallang Bahru,>80 to 100,0,2024
Kallang,Kallang Bahru,>100 to 120,0,2024
Kallang,Kallang Bahru,>120,0,2024
Kallang,Kallang Bahru,Not Available,0,2024
Kallang,Kampong Bugis,<=60,70,2024
Kallang,Kampong Bugis,>60 to 80,100,2024
Kallang,Kampong Bugis,>80 to 100,290,2024
Kallang,Kampong Bugis,>100 to 120,240,2024
Kallang,Kampong Bugis,>120,130,2024
Kallang,Kampong Bugis,Not Available,10,2024
Kallang,Kampong Java,<=60,650,2024
Kallang,Kampong Java,>60 to 80,970,2024
Kallang,Kampong Java,>80 to 100,1550,2024
Kallang,Kampong Java,>100 to 120,1130,2024
Kallang,Kampong Java,>120,570,2024
Kallang,Kampong Java,Not Available,310,2024
Kallang,Lavender,<=60,2140,2024
Kallang,Lavender,>60 to 80,820,2024
Kallang,Lavender,>80 to 100,720,2024
Kallang,Lavender,>100 to 120,1380,2024
Kallang,Lavender,>120,610,2024
Kallang,Lavender,Not Available,410,2024
Kallang,Tanjong Rhu,<=60,960,2024
Kallang,Tanjong Rhu,>60 to 80,400,2024
Kallang,Tanjong Rhu,>80 to 100,380,2024
Kallang,Tanjong Rhu,>100 to 120,830,2024
Kallang,Tanjong Rhu,>120,2940,2024
Kallang,Tanjong Rhu,Not Available,20,2024
Lim Chu Kang,Lim Chu Kang,<=60,0,2024
Lim Chu Kang,Lim Chu Kang,>60 to 80,0,2024
Lim Chu Kang,Lim Chu Kang,>80 to 100,0,2024
Lim Chu Kang,Lim Chu Kang,>100 to 120,0,2024
Lim Chu Kang,Lim Chu Kang,>120,0,2024
Lim Chu Kang,Lim Chu Kang,Not Available,0,2024
Mandai,Mandai East,<=60,0,2024
Mandai,Mandai East,>60 to 80,0,2024
Mandai,Mandai East,>80 to 100,0,2024
Mandai,Mandai East,>100 to 120,0,2024
Mandai,Mandai East,>120,0,2024
Mandai,Mandai East,Not Available,0,2024
Mandai,Mandai Estate,<=60,0,2024
Mandai,Mandai Estate,>60 to 80,10,2024
Mandai,Mandai Estate,>80 to 100,80,2024
Mandai,Mandai Estate,>100 to 120,140,2024
Mandai,Mandai Estate,>120,420,2024
Mandai,Mandai Estate,Not Available,50,2024
Mandai,Mandai West,<=60,0,2024
Mandai,Mandai West,>60 to 80,0,2024
Mandai,Mandai West,>80 to 100,0,2024
Mandai,Mandai West,>100 to 120,0,2024
Mandai,Mandai West,>120,0,2024
Mandai,Mandai West,Not Available,0,2024
Marina East,Marina East,<=60,0,2024
Marina East,Marina East,>60 to 80,0,2024
Marina East,Marina East,>80 to 100,0,2024
Marina East,Marina East,>100 to 120,0,2024
Marina East,Marina East,>120,0,2024
Marina East,Marina East,Not Available,0,2024
Marina South,Marina South,<=60,0,2024
Marina South,Marina South,>60 to 80,0,2024
Marina South,Marina South,>80 to 100,0,2024
Marina South,Marina South,>100 to 120,0,2024
Marina South,Marina South,>120,0,2024
Marina South,Marina South,Not Available,0,2024
Marine Parade,East Coast,<=60,0,2024
Marine Parade,East Coast,>60 to 80,0,2024
Marine Parade,East Coast,>80 to 100,0,2024
Marine Parade,East Coast,>100 to 120,0,2024
Marine Parade,East Coast,>120,0,2024
Marine Parade,East Coast,Not Available,0,2024
Marine Parade,Katong,<=60,500,2024
Marine Parade,Katong,>60 to 80,340,2024
Marine Parade,Katong,>80 to 100,540,2024
Marine Parade,Katong,>100 to 120,500,2024
Marine Parade,Katong,>120,2180,2024
Marine Parade,Katong,Not Available,290,2024
Marine Parade,Marina East (Mp),<=60,0,2024
Marine Parade,Marina East (Mp),>60 to 80,0,2024
Marine Parade,Marina East (Mp),>80 to 100,0,2024
Marine Parade,Marina East (Mp),>100 to 120,0,2024
Marine Parade,Marina East (Mp),>120,0,2024
Marine Parade,Marina East (Mp),Not Available,0,2024
Marine Parade,Marine Parade,<=60,2080,2024
Marine Parade,Marine Parade,>60 to 80,3400,2024
Marine Parade,Marine Parade,>80 to 100,2450,2024
Marine Parade,Marine Parade,>100 to 120,2020,2024
Marine Parade,Marine Parade,>120,3280,2024
Marine Parade,Marine Parade,Not Available,190,2024
Marine Parade,Mountbatten,<=60,110,2024
Marine Parade,Mountbatten,>60 to 80,50,2024
Marine Parade,Mountbatten,>80 to 100,420,2024
Marine Parade,Mountbatten,>100 to 120,420,2024
Marine Parade,Mountbatten,>120,3350,2024
Marine Parade,Mountbatten,Not Available,90,2024
Museum,Bras Basah,<=60,0,2024
Museum,Bras Basah,>60 to 80,0,2024
Museum,Bras Basah,>80 to 100,0,2024
Museum,Bras Basah,>100 to 120,0,2024
Museum,Bras Basah,>120,0,2024
Museum,Bras Basah,Not Available,0,2024
Museum,Dhoby Ghaut,<=60,300,2024
Museum,Dhoby Ghaut,>60 to 80,220,2024
Museum,Dhoby Ghaut,>80 to 100,210,2024
Museum,Dhoby Ghaut,>100 to 120,100,2024
Museum,Dhoby Ghaut,>120,50,2024
Museum,Dhoby Ghaut,Not Available,90,2024
Museum,Fort Canning,<=60,0,2024
Museum,Fort Canning,>60 to 80,0,2024
Museum,Fort Canning,>80 to 100,30,2024
Museum,Fort Canning,>100 to 120,0,2024
Museum,Fort Canning,>120,160,2024
Museum,Fort Canning,Not Available,10,2024
Newton,Cairnhill,<=60,240,2024
Newton,Cairnhill,>60 to 80,340,2024
Newton,Cairnhill,>80 to 100,380,2024
Newton,Cairnhill,>100 to 120,370,2024
Newton,Cairnhill,>120,2420,2024
Newton,Cairnhill,Not Available,80,2024
Newton,Goodwood Park,<=60,30,2024
Newton,Goodwood Park,>60 to 80,140,2024
Newton,Goodwood Park,>80 to 100,80,2024
Newton,Goodwood Park,>100 to 120,110,2024
Newton,Goodwood Park,>120,570,2024
Newton,Goodwood Park,Not Available,0,2024
Newton,Istana Negara,<=60,0,2024
Newton,Istana Negara,>60 to 80,0,2024
Newton,Istana Negara,>80 to 100,0,2024
Newton,Istana Negara,>100 to 120,0,2024
Newton,Istana Negara,>120,0,2024
Newton,Istana Negara,Not Available,0,2024
Newton,Monk's Hill,<=60,40,2024
Newton,Monk's Hill,>60 to 80,80,2024
Newton,Monk's Hill,>80 to 100,60,2024
Newton,Monk's Hill,>100 to 120,100,2024
Newton,Monk's Hill,>120,400,2024
Newton,Monk's Hill,Not Available,70,2024
Newton,Newton Circus,<=60,0,2024
Newton,Newton Circus,>60 to 80,0,2024
Newton,Newton Circus,>80 to 100,0,2024
Newton,Newton Circus,>100 to 120,50,2024
Newton,Newton Circus,>120,190,2024
Newton,Newton Circus,Not Available,10,2024
Newton,Orange Grove,<=60,0,2024
Newton,Orange Grove,>60 to 80,140,2024
Newton,Orange Grove,>80 to 100,10,2024
Newton,Orange Grove,>100 to 120,100,2024
Newton,Orange Grove,>120,1560,2024
Newton,Orange Grove,Not Available,0,2024
North-Eastern Islands,North-Eastern Islands,<=60,0,2024
North-Eastern Islands,North-Eastern Islands,>60 to 80,0,2024
North-Eastern Islands,North-Eastern Islands,>80 to 100,0,2024
North-Eastern Islands,North-Eastern Islands,>100 to 120,0,2024
North-Eastern Islands,North-Eastern Islands,>120,0,2024
North-Eastern Islands,North-Eastern Islands,Not Available,0,2024
Novena,Balestier,<=60,3260,2024
Novena,Balestier,>60 to 80,3200,2024
Novena,Balestier,>80 to 100,3180,2024
